OBJECTID,SHAPE_Leng,SHAPE_Area,Notes,CLASSIFICA,survey_id,id,slope_mean,diff_min,diff_max,diff_mea_1,vol_diff
"43",12.21889966350,7.25611586087,,3b,,,46.935819413926865,-0.416482955217361,0.257099121809006,-0.054973622163137,-0.3900
"44",21.53210454890,27.45372051800,,3b,,,28.219700960012581,-0.547092437744141,0.061054214835167,-0.277996083864799,-7.6300
"45",6.22843752564,2.13313299560,,3b,,,43.844591140747070,-0.061700835824013,0.026334747672081,-0.017683044075966,-0.0300
"46",7.19830516107,3.12526276290,,3b,,,35.996059417724609,-0.231828704476357,0.027629837393761,-0.059315378467242,-0.1800
"47",12.35607483570,8.03758225704,,3b,,,36.722596645355225,-0.496990233659744,-0.063020721077919,-0.328197980299592,-2.6300
"48",4.70954380658,1.43887908611,,3b,,,36.397788450245820,-0.332647353410721,0.188482269644737,-0.156743407640568,-0.2200
"50",13.87766675310,11.71461277400,,3b,,,32.448210525512692,0.083524689078331,0.475473374128342,0.302947592735291,3.5480
"51",13.79827504340,11.26252943470,2017?,3b,,,36.922322654724120,0.108396515250206,0.266124695539474,0.209133891761303,2.3550
"52",23.36545550140,25.77881368460,2017?,3b,,,27.342488362238957,0.004285797011107,0.403785675764084,0.199565940733569,5.1440
"53",10.53108168870,5.83829164982,2017?,3b,,,32.190176010131836,0.195415481925011,0.293161362409592,0.237919595837593,1.3890
"54",8.16121632014,3.73809076691,2017?,3b,,,32.138796488444008,0.170644745230675,0.306772202253342,0.236892680327098,0.8850
"55",7.99955571399,3.93156050800,,3b,,,35.344545364379883,0.214818939566612,0.342693299055099,0.265107452869415,1.0420
"56",11.72770348780,7.57819774495,,3b,,,38.551530293055940,0.061614975333214,0.243726715445518,0.156953796744347,1.1890
"58",13.54349371740,6.89617042578,,3b,,,37.811786651611328,0.216600403189659,0.371379822492599,0.274721939648901,1.8940
"61",20.15645770080,23.84850983780,blocky,3b,,,41.838040571946365,-1.024744033813477,-0.009641662240028,-0.485445255270371,-11.5000
"62",10.13660559320,6.52093491018,blocky,3b,,,42.556090763636995,-0.250164061784744,-0.051761642098427,-0.162538272993905,-1.0500
"63",5.31855021691,1.86210442333,above another landslide,3b,,,51.319805145263672,-1.078298568725586,-0.202676787972450,-0.640487678349018,-1.1900
"64",20.98343640410,26.25369928780,blocky,3b,,,46.062898282651545,-1.037294387817383,-0.016553893685341,-0.577116867458379,-15.1000
"65",6.70286880351,3.08046418467,small blocky,3b,,,48.128446578979492,-0.470138579607010,-0.318222075700760,-0.394180327653885,-1.2100
"66",19.90390872190,21.86597100790,blocky,3b,,,45.978955768403551,-0.682621002197266,0.148883804678917,-0.244901856535026,-5.3500
"71",11.27055473960,7.96950445474,,3b,,,30.550555467605591,-0.549310684204102,-0.382646590471268,-0.446530368179083,-3.5500
"72",12.50883467790,11.08269548460,,3b,,,29.687399257313121,-0.396879225969315,-0.071014419198036,-0.262878615747799,-2.9100
"73",16.58078450150,14.76094790680,,3b,,,29.987296513148717,-0.534040451049805,-0.148405089974403,-0.379383246813502,-5.6000
"74",9.87731081541,6.31899602236,,3b,,,28.258081912994385,-0.333539992570877,0.037078842520714,-0.122293250635266,-0.7700
"75",10.43426922060,6.30932760553,,3b,,,32.010718981424965,-0.481771498918533,-0.108589187264442,-0.314967816074689,-1.9800
"76",28.09901816510,41.04762754030,,3b,,,23.055825927040793,-0.434228926897049,0.062700256705284,-0.265076098794287,-10.8000
"78",8.41197464490,4.32022933448,,3b,,,30.722569465637207,-0.462677031755447,-0.208143249154091,-0.358670737594366,-1.5400
"79",7.57831933135,2.96605740388,llinear slide,3b,,,12.688704013824463,-0.826086044311523,-0.605375289916992,-0.715730667114258,-2.1200
"80",10.00486034380,7.04238319462,,3b,,,25.402179956436157,-0.336715728044510,0.000873550423421,-0.210609935267712,-1.4800
"81",10.45724431820,5.69607406420,,3b,,,26.009809494018555,-0.395305663347244,-0.056242004036903,-0.240504857897758,-1.3600
"82",11.44452451890,7.19770516894,crack in 2017,3b,,,25.906449726649694,-0.467988997697830,-0.032653823494911,-0.310001943792616,-2.2300
"83",28.04415166710,36.93562213190,one large slump block,3b,,,23.328101750966663,-0.677822113037109,0.171087250113487,-0.216915044039991,-8.0100
"84",15.82814314910,14.95235206850,linear,3b,,,28.440861638387045,-0.720642089843750,-0.013511672616005,-0.493337769309680,-7.3700
"85",14.78114066170,12.21626295780,somwhat linear,3b,,,27.991438229878742,-0.441862136125565,0.013002380728722,-0.284579460819562,-3.4700
"86",11.06269152600,5.50362189966,linear,3b,,,25.367201995849609,-0.465007811784744,-0.138940826058388,-0.320100429654121,-1.7600
"87",9.48707372798,5.71445769984,,3b,,,29.306849479675293,-0.546392440795898,-0.133363738656044,-0.351729415357113,-2.0000
"88",11.51438698800,8.21392855889,slumpy,3b,,,28.106567859649658,-0.425523787736893,0.013038620352745,-0.296169070526958,-2.4300
"89",9.99136077864,6.98235014078,slumpy or linear???,3b,,,28.958033425467356,-0.369861632585526,0.038419708609581,-0.240844479628972,-1.6800
"90",11.59507773660,7.24910217009,slump,3b,,,26.004649162292480,-0.487472563982010,-0.255893737077713,-0.382542639970779,-2.7700
"12",12.83141551530,7.90147590432,,3c,,,18.913181032453263,-1.101751327514648,-0.509851455688477,-0.758706774030413,-5.9900
"13",18.66311542380,10.71708748130,,3c,,,17.736607551574707,-0.849843978881836,-0.219907775521278,-0.617318951835235,-6.6100
"49",19.31247906400,22.84992037760,,3c,,,29.879577203230426,-0.529396057128906,0.186140045523643,-0.172262473539873,-3.9300
"69",14.92556056340,14.33820221290,blocky,3c,,,25.590719076303337,-0.494001418352127,-0.186140075325966,-0.356812283396721,-5.1100
"77",17.41204078270,18.52968614380,,3c,,,45.150193452835083,-0.864257812500000,0.046859726309776,-0.420042290352285,-7.7800
"91",4.91479040725,1.72923025993,above 2017 slide,3c,,,24.389808654785156,-0.490350753068924,-0.305439025163651,-0.385886540015539,-0.6600
"92",4.02583610265,1.08313957507,above 2017 slide,3c,,,30.187922020537727,-0.456930190324783,-0.041816726326942,-0.364639225687619,-0.3900
"59",6.15275695716,2.25390206364,,3a,,,35.942375818888344,-0.376092940568924,0.007801040541381,-0.153596898075193,-0.3400
"67",20.49498834390,25.68660660180,blocky,3a,,,29.045800942641037,-0.480701476335526,0.024768814444542,-0.338493227958679,-8.6900
"68",15.65639374440,12.87343996510,,3a,,,41.933455228805542,-0.307922393083572,0.235605224967003,-0.093355195625918,-1.2000
"70",9.37916598214,5.42602840518,blocky,3a,,,33.384541320800778,-0.443033248186111,-0.218267455697060,-0.324766182899475,-1.7600
"26",12.08940705550,8.38018252044,appears that slide is beneath tree,2c,,,30.138294431898331,-0.695861816406250,0.016000732779503,-0.306171851025687,-2.5600
"35",22.84813830690,33.28487182880,,2c,,,43.114247785295760,-0.769615173339844,0.064912781119347,-0.439738151005336,-14.6000
"36",9.96749917414,6.75956605607,,2c,,,43.554702758789063,-0.799257278442383,-0.218622222542763,-0.577543643116951,-3.9000
"37",8.09896988240,3.59576212873,,2c,,,42.876824378967285,-0.393163710832596,-0.043991103768349,-0.293403174728155,-1.0500
"38",13.73292036130,10.47098665390,,2c,,,38.011388397216798,-0.416711837053299,0.072042450308800,-0.213130590366200,-2.2300
"39",14.65194993920,12.14972237810,,2c,,,29.927786913785067,-0.573841094970703,-0.183734908699989,-0.439250795678659,-5.3300
"101",18.69161119400,18.78345213290,,2c,,,21.757219314575195,-0.482662230730057,0.115594848990440,-0.290488549015101,-5.4500
"1",34.26656497830,50.95512873030,,2b,,,22.641860637664795,-0.416971236467361,0.485883682966232,-0.113106824771967,-5.7600
"3",7.59009274869,3.84341820068,,2b,,,27.416747570037842,-0.039400115609169,0.200548157095909,0.099551662802696,0.3820
"4",25.19224139200,40.79185804220,,2b,,,25.254347080137670,-0.478548079729080,0.218872055411339,-0.226224829158859,-9.2200
"5",26.38546767990,33.85848707280,,2b,,,22.507268105783769,-0.331562072038651,0.203948959708214,-0.172434979869473,-5.8300
"6",9.23050494539,4.83598096762,,2b,,,27.421922683715820,-0.353912383317947,0.125747665762901,-0.087109584361315,-0.4200
"7",13.21173240260,8.78765598938,,2b,,,28.150730371475220,-0.268171340227127,0.043262466788292,-0.140549678355455,-1.2300
"8",6.07675512045,2.26066985003,,2b,,,27.587768554687500,-0.200120940804482,-0.026426330208778,-0.113273635506630,-0.2500
"9",5.14332419847,1.78554273919,,2b,,,29.623622894287109,-0.103984847664833,-0.102266326546669,-0.103125587105751,-0.1800
"10",10.24660249010,4.77025273750,,2b,,,23.429211139678955,-0.331022292375565,-0.154951110482216,-0.264403365552425,-1.2600
"11",10.07290150680,5.43654280158,,2b,,,23.763910293579102,-0.289241820573807,0.184816345572472,-0.132399578889211,-0.7100
"100",20.53767834780,22.69297066610,,2b,,,26.667754364013671,-0.412641555070877,0.031646713614464,-0.229313223958015,-5.2000
"2",15.53469243930,6.32153744883,,2b,,,22.163044248308456,-0.469085723161697,-0.140344634652138,-0.336797739778246,-2.1200
"3",16.21729142540,8.35776571608,,2b,,,23.522475984361435,-0.385103255510330,-0.097967162728310,-0.256137023369471,-2.1400
"4",38.94834492290,60.23335412110,,2b,,,22.780346775054930,-0.590200424194336,0.240821823477745,-0.258335231244564,-15.5000
"5",19.86631174680,15.85329738540,,2b,,,23.774649556477865,-0.494504958391190,0.114301666617393,-0.307882843445986,-4.8800
"6",16.95259646720,17.13479361420,,2b,,,25.872736394405365,-0.417198210954666,-0.040082946419716,-0.269854689948261,-4.6200
"8",23.89139104630,36.58358202560,,2b,,,23.529870722028946,-0.382993727922440,0.131534561514854,-0.177739110257890,-6.5000
"9",50.04259953920,114.12138600400,,2b,,,23.440947877949682,-0.529241561889648,0.261169403791428,-0.208381707052530,-23.7000
"10",18.72169894660,18.51319220260,,2b,,,25.577282587687176,-0.494648009538651,0.036342605948448,-0.306784443557262,-5.6700
