area,perimeter,id,survey_id,slope_mean
3.271484375000000,7.092224574919812,"210",,27.2742182413737
2.528808593750000,6.561175985492609,"211",,31.4995255470276
2.192138671875000,5.646715821794997,"212",,28.9687962437806
59.192626953125000,43.530117030152788,"94","95",26.6631939252218
8.636230468750000,12.468124819953520,"95","96",23.6520823372735
47.581298828125000,28.470757980480219,"96","97",23.1757135183915
5.754638671875000,11.167862414058282,"97","98",23.5999978383382
2.228759765625000,5.733087670625543,"98","113",24.3361282348633
4.711425781250000,10.949532492384137,"99","99",29.0766213734945
28.682617187500000,21.043229743376298,"100","100",22.4360295657454
9.679443359375000,13.629979480998706,"101","101",25.1568268862638
59.088867187500000,43.791162742662266,"102","102",24.3016572952271
110.648925781250000,66.651740887117484,"103","103",22.0520220318356
65.510009765625000,37.547110438074370,"104","104",22.736277282238
62.624511718750000,35.670481948814128,"105","105",22.0717049986124
15.127197265625000,20.189967160152058,"106","106",24.2765157063802
3.401855468750000,8.734484802125435,"107","107",21.2134008407593
18.695312500000000,17.339667025618571,"108","108",25.6291867169467
12.431640625000000,18.637450948552249,"109","109",24.7160026550293
22.885498046875000,25.982715379141954,"110","110",24.7743906107816
13.627685546875000,15.558581019375353,"111","111",24.3314396784856
5.100830078125000,8.515373548820698,"112","112",28.8339042663574
10.939941406250000,14.802542922575203,"113","114",24.199760860867
2.791992187500000,6.883547511014921,"114","115",30.778148651123
9.563232421875000,13.596109300068944,"115","116",28.1759546597799
23.407226562500000,21.646167571911914,"116","117",25.9749430847168
44.979980468750000,26.897268365905887,"117","118",24.2833277172512
27.784179687500000,20.241153612531971,"118","119",21.7285908552317
19.292236328125000,17.941946954199338,"158","169",21.5432923634847
38.830322265625000,32.378493310546133,"159","170",21.362398147583
12.810058593750000,15.721085678384020,"160","171",39.1741149208762
18.828613281250000,18.325012441726056,"161","172",29.8910858366225
21.373535156250000,18.771763851956667,"162","173",31.0162405014038
25.795410156250000,21.262562324024920,"163","174",32.3996962767381
18.354248046875000,18.813596501239957,"164","175",32.2997904325786
1.092285156250000,3.938934800032746,"257",,39.5322135365112
3.076416015625000,6.756686178370022,"258",,38.4730710983276
1.919921875000000,5.388595033884569,"259",,34.4684705734253
