datetime,RainFall,cumulativeRain,datetime
2018-10-01 21:30:00,0.0,0.0,2018-10-01 21:30:00
2018-10-01 21:45:00,0.0,0.0,2018-10-01 21:45:00
2018-10-01 22:00:00,0.0,0.0,2018-10-01 22:00:00
2018-10-01 22:15:00,0.0,0.0,2018-10-01 22:15:00
2018-10-01 22:30:00,0.0,0.0,2018-10-01 22:30:00
2018-10-01 22:45:00,0.0,0.0,2018-10-01 22:45:00
2018-10-01 23:00:00,0.0,0.0,2018-10-01 23:00:00
2018-10-01 23:15:00,0.0,0.0,2018-10-01 23:15:00
2018-10-01 23:30:00,0.0,0.0,2018-10-01 23:30:00
2018-10-01 23:45:00,0.0,0.0,2018-10-01 23:45:00
2018-10-02 00:00:00,0.0,0.0,2018-10-02 00:00:00
2018-10-02 00:15:00,0.0,0.0,2018-10-02 00:15:00
2018-10-02 00:30:00,0.0,0.0,2018-10-02 00:30:00
2018-10-02 00:45:00,0.0,0.0,2018-10-02 00:45:00
2018-10-02 01:00:00,0.0,0.0,2018-10-02 01:00:00
2018-10-02 01:15:00,0.762,0.762,2018-10-02 01:15:00
2018-10-02 01:30:00,1.016,1.778,2018-10-02 01:30:00
2018-10-02 01:45:00,1.778,3.556,2018-10-02 01:45:00
2018-10-02 02:00:00,0.508,4.064,2018-10-02 02:00:00
2018-10-02 02:15:00,0.0,4.064,2018-10-02 02:15:00
2018-10-02 02:30:00,0.0,4.064,2018-10-02 02:30:00
2018-10-02 02:45:00,0.0,4.064,2018-10-02 02:45:00
2018-10-02 03:00:00,0.0,4.064,2018-10-02 03:00:00
2018-10-02 03:15:00,0.0,4.064,2018-10-02 03:15:00
2018-10-02 03:30:00,0.0,4.064,2018-10-02 03:30:00
2018-10-02 03:45:00,1.524,5.588,2018-10-02 03:45:00
2018-10-02 04:00:00,2.286,7.874,2018-10-02 04:00:00
2018-10-02 04:15:00,0.0,7.874,2018-10-02 04:15:00
2018-10-02 04:30:00,0.254,8.128,2018-10-02 04:30:00
2018-10-02 04:45:00,0.762,8.89,2018-10-02 04:45:00
2018-10-02 05:00:00,0.0,8.89,2018-10-02 05:00:00
2018-10-02 05:15:00,0.0,8.89,2018-10-02 05:15:00
2018-10-02 05:30:00,0.0,8.89,2018-10-02 05:30:00
2018-10-02 05:45:00,0.0,8.89,2018-10-02 05:45:00
2018-10-02 06:00:00,0.0,8.89,2018-10-02 06:00:00
2018-10-02 06:15:00,0.0,8.89,2018-10-02 06:15:00
2018-10-02 06:30:00,0.762,9.652,2018-10-02 06:30:00
2018-10-02 06:45:00,1.524,11.176,2018-10-02 06:45:00
2018-10-02 07:00:00,1.27,12.446,2018-10-02 07:00:00
2018-10-02 07:15:00,1.524,13.97,2018-10-02 07:15:00
2018-10-02 07:30:00,1.524,15.494,2018-10-02 07:30:00
2018-10-02 07:45:00,0.508,16.002,2018-10-02 07:45:00
2018-10-02 08:00:00,0.508,16.51,2018-10-02 08:00:00
2018-10-02 08:15:00,0.254,16.764,2018-10-02 08:15:00
2018-10-02 08:30:00,0.508,17.272,2018-10-02 08:30:00
2018-10-02 08:45:00,0.254,17.526,2018-10-02 08:45:00
2018-10-02 09:00:00,0.0,17.526,2018-10-02 09:00:00
2018-10-02 09:15:00,0.0,17.526,2018-10-02 09:15:00
2018-10-02 09:30:00,0.0,17.526,2018-10-02 09:30:00
2018-10-02 09:45:00,0.0,17.526,2018-10-02 09:45:00
2018-10-02 10:00:00,0.0,17.526,2018-10-02 10:00:00
2018-10-02 10:15:00,0.0,17.526,2018-10-02 10:15:00
2018-10-02 10:30:00,0.0,17.526,2018-10-02 10:30:00
2018-10-02 10:45:00,0.0,17.526,2018-10-02 10:45:00
2018-10-02 11:00:00,0.0,17.526,2018-10-02 11:00:00
2018-10-02 11:15:00,0.0,17.526,2018-10-02 11:15:00
2018-10-02 11:30:00,0.0,17.526,2018-10-02 11:30:00
2018-10-02 11:45:00,0.0,17.526,2018-10-02 11:45:00
2018-10-02 12:00:00,0.0,17.526,2018-10-02 12:00:00
2018-10-02 12:15:00,0.0,17.526,2018-10-02 12:15:00
2018-10-02 12:30:00,0.0,17.526,2018-10-02 12:30:00
2018-10-02 12:45:00,0.0,17.526,2018-10-02 12:45:00
2018-10-02 13:00:00,0.0,17.526,2018-10-02 13:00:00
2018-10-02 13:15:00,0.0,17.526,2018-10-02 13:15:00
2018-10-02 13:30:00,0.0,17.526,2018-10-02 13:30:00
2018-10-02 13:45:00,0.0,17.526,2018-10-02 13:45:00
2018-10-02 14:00:00,0.0,17.526,2018-10-02 14:00:00
2018-10-02 14:15:00,0.0,17.526,2018-10-02 14:15:00
2018-10-02 14:30:00,0.0,17.526,2018-10-02 14:30:00
2018-10-02 14:45:00,0.0,17.526,2018-10-02 14:45:00
2018-10-02 15:00:00,0.0,17.526,2018-10-02 15:00:00
2018-10-02 15:15:00,0.0,17.526,2018-10-02 15:15:00
2018-10-02 15:30:00,0.0,17.526,2018-10-02 15:30:00
2018-10-02 15:45:00,0.0,17.526,2018-10-02 15:45:00
2018-10-02 16:00:00,0.0,17.526,2018-10-02 16:00:00
2018-10-02 16:15:00,0.0,17.526,2018-10-02 16:15:00
2018-10-02 16:30:00,0.0,17.526,2018-10-02 16:30:00
2018-10-02 16:45:00,0.0,17.526,2018-10-02 16:45:00
2018-10-02 17:00:00,0.0,17.526,2018-10-02 17:00:00
2018-10-02 17:15:00,0.0,17.526,2018-10-02 17:15:00
2018-10-02 17:30:00,0.0,17.526,2018-10-02 17:30:00
2018-10-02 17:45:00,0.0,17.526,2018-10-02 17:45:00
2018-10-02 18:00:00,0.0,17.526,2018-10-02 18:00:00
2018-10-02 18:15:00,0.0,17.526,2018-10-02 18:15:00
2018-10-02 18:30:00,0.0,17.526,2018-10-02 18:30:00
2018-10-02 18:45:00,0.0,17.526,2018-10-02 18:45:00
2018-10-02 19:00:00,0.0,17.526,2018-10-02 19:00:00
2018-10-02 19:15:00,0.0,17.526,2018-10-02 19:15:00
2018-10-02 19:30:00,0.0,17.526,2018-10-02 19:30:00
2018-10-02 19:45:00,0.0,17.526,2018-10-02 19:45:00
2018-10-02 20:00:00,0.0,17.526,2018-10-02 20:00:00
2018-10-02 20:15:00,0.0,17.526,2018-10-02 20:15:00
2018-10-02 20:30:00,0.0,17.526,2018-10-02 20:30:00
2018-10-02 20:45:00,0.0,17.526,2018-10-02 20:45:00
2018-10-02 21:00:00,0.0,17.526,2018-10-02 21:00:00
2018-10-02 21:15:00,0.0,17.526,2018-10-02 21:15:00
2018-10-02 21:30:00,0.0,17.526,2018-10-02 21:30:00
2018-10-02 21:45:00,0.0,17.526,2018-10-02 21:45:00
2018-10-02 22:00:00,0.0,17.526,2018-10-02 22:00:00
2018-10-02 22:15:00,0.0,17.526,2018-10-02 22:15:00
2018-10-02 22:30:00,0.0,17.526,2018-10-02 22:30:00
2018-10-02 22:45:00,0.0,17.526,2018-10-02 22:45:00
2018-10-02 23:00:00,0.0,17.526,2018-10-02 23:00:00
2018-10-02 23:15:00,0.0,17.526,2018-10-02 23:15:00
2018-10-02 23:30:00,0.0,17.526,2018-10-02 23:30:00
2018-10-02 23:45:00,0.0,17.526,2018-10-02 23:45:00
2018-10-03 00:00:00,0.0,17.526,2018-10-03 00:00:00
2018-10-03 00:15:00,0.0,17.526,2018-10-03 00:15:00
2018-10-03 00:30:00,0.0,17.526,2018-10-03 00:30:00
2018-10-03 00:45:00,0.0,17.526,2018-10-03 00:45:00
2018-10-03 01:00:00,0.0,17.526,2018-10-03 01:00:00
2018-10-03 01:15:00,0.0,17.526,2018-10-03 01:15:00
2018-10-03 01:30:00,0.0,17.526,2018-10-03 01:30:00
2018-10-03 01:45:00,0.0,17.526,2018-10-03 01:45:00
2018-10-03 02:00:00,1.778,19.304,2018-10-03 02:00:00
2018-10-03 02:15:00,1.27,20.574,2018-10-03 02:15:00
2018-10-03 02:30:00,0.0,20.574,2018-10-03 02:30:00
2018-10-03 02:45:00,0.0,20.574,2018-10-03 02:45:00
2018-10-03 03:00:00,0.0,20.574,2018-10-03 03:00:00
2018-10-03 03:15:00,0.0,20.574,2018-10-03 03:15:00
2018-10-03 03:30:00,0.0,20.574,2018-10-03 03:30:00
2018-10-03 03:45:00,0.0,20.574,2018-10-03 03:45:00
2018-10-03 04:00:00,0.0,20.574,2018-10-03 04:00:00
2018-10-03 04:15:00,0.0,20.574,2018-10-03 04:15:00
2018-10-03 04:30:00,0.0,20.574,2018-10-03 04:30:00
2018-10-03 04:45:00,0.0,20.574,2018-10-03 04:45:00
2018-10-03 05:00:00,0.0,20.574,2018-10-03 05:00:00
2018-10-03 05:15:00,0.0,20.574,2018-10-03 05:15:00
2018-10-03 05:30:00,0.0,20.574,2018-10-03 05:30:00
2018-10-03 05:45:00,0.0,20.574,2018-10-03 05:45:00
2018-10-03 06:00:00,0.0,20.574,2018-10-03 06:00:00
2018-10-03 06:15:00,0.0,20.574,2018-10-03 06:15:00
2018-10-03 06:30:00,0.0,20.574,2018-10-03 06:30:00
2018-10-03 06:45:00,0.0,20.574,2018-10-03 06:45:00
2018-10-03 07:00:00,0.0,20.574,2018-10-03 07:00:00
2018-10-03 07:15:00,0.0,20.574,2018-10-03 07:15:00
2018-10-03 07:30:00,0.0,20.574,2018-10-03 07:30:00
2018-10-03 07:45:00,0.0,20.574,2018-10-03 07:45:00
2018-10-03 08:00:00,0.0,20.574,2018-10-03 08:00:00
2018-10-03 08:15:00,0.0,20.574,2018-10-03 08:15:00
2018-10-03 08:30:00,0.0,20.574,2018-10-03 08:30:00
2018-10-03 08:45:00,0.0,20.574,2018-10-03 08:45:00
2018-10-03 09:00:00,0.0,20.574,2018-10-03 09:00:00
2018-10-03 09:15:00,0.0,20.574,2018-10-03 09:15:00
2018-10-03 09:30:00,0.0,20.574,2018-10-03 09:30:00
2018-10-03 09:45:00,0.0,20.574,2018-10-03 09:45:00
2018-10-03 10:00:00,0.0,20.574,2018-10-03 10:00:00
2018-10-03 10:15:00,0.0,20.574,2018-10-03 10:15:00
2018-10-03 10:30:00,0.0,20.574,2018-10-03 10:30:00
2018-10-03 10:45:00,0.0,20.574,2018-10-03 10:45:00
2018-10-03 11:00:00,0.0,20.574,2018-10-03 11:00:00
2018-10-03 11:15:00,0.0,20.574,2018-10-03 11:15:00
2018-10-03 11:30:00,0.0,20.574,2018-10-03 11:30:00
2018-10-03 11:45:00,0.0,20.574,2018-10-03 11:45:00
2018-10-03 12:00:00,0.0,20.574,2018-10-03 12:00:00
2018-10-03 12:15:00,0.0,20.574,2018-10-03 12:15:00
2018-10-03 12:30:00,0.0,20.574,2018-10-03 12:30:00
2018-10-03 12:45:00,0.0,20.574,2018-10-03 12:45:00
2018-10-03 13:00:00,0.0,20.574,2018-10-03 13:00:00
2018-10-03 13:15:00,0.0,20.574,2018-10-03 13:15:00
2018-10-03 13:30:00,0.0,20.574,2018-10-03 13:30:00
2018-10-03 13:45:00,0.508,21.082,2018-10-03 13:45:00
2018-10-03 14:00:00,0.762,21.844,2018-10-03 14:00:00
2018-10-03 14:15:00,0.0,21.844,2018-10-03 14:15:00
2018-10-03 14:30:00,0.0,21.844,2018-10-03 14:30:00
2018-10-03 14:45:00,0.0,21.844,2018-10-03 14:45:00
2018-10-03 15:00:00,0.0,21.844,2018-10-03 15:00:00
2018-10-03 15:15:00,0.0,21.844,2018-10-03 15:15:00
2018-10-03 15:30:00,0.0,21.844,2018-10-03 15:30:00
2018-10-03 15:45:00,0.0,21.844,2018-10-03 15:45:00
2018-10-03 16:00:00,0.0,21.844,2018-10-03 16:00:00
2018-10-03 16:15:00,0.0,21.844,2018-10-03 16:15:00
2018-10-03 16:30:00,0.0,21.844,2018-10-03 16:30:00
2018-10-03 16:45:00,0.0,21.844,2018-10-03 16:45:00
2018-10-03 17:00:00,0.0,21.844,2018-10-03 17:00:00
2018-10-03 17:15:00,0.0,21.844,2018-10-03 17:15:00
2018-10-03 17:30:00,0.0,21.844,2018-10-03 17:30:00
2018-10-03 17:45:00,0.0,21.844,2018-10-03 17:45:00
2018-10-03 18:00:00,0.0,21.844,2018-10-03 18:00:00
2018-10-03 18:15:00,0.0,21.844,2018-10-03 18:15:00
2018-10-03 18:30:00,0.0,21.844,2018-10-03 18:30:00
2018-10-03 18:45:00,0.0,21.844,2018-10-03 18:45:00
2018-10-03 19:00:00,0.0,21.844,2018-10-03 19:00:00
2018-10-03 19:15:00,0.0,21.844,2018-10-03 19:15:00
2018-10-03 19:30:00,0.0,21.844,2018-10-03 19:30:00
2018-10-03 19:45:00,0.0,21.844,2018-10-03 19:45:00
2018-10-03 20:00:00,0.0,21.844,2018-10-03 20:00:00
2018-10-03 20:15:00,0.0,21.844,2018-10-03 20:15:00
2018-10-03 20:30:00,0.0,21.844,2018-10-03 20:30:00
2018-10-03 20:45:00,0.0,21.844,2018-10-03 20:45:00
2018-10-03 21:00:00,0.0,21.844,2018-10-03 21:00:00
2018-10-03 21:15:00,0.0,21.844,2018-10-03 21:15:00
2018-10-03 21:30:00,0.0,21.844,2018-10-03 21:30:00
2018-10-03 21:45:00,0.0,21.844,2018-10-03 21:45:00
2018-10-03 22:00:00,0.0,21.844,2018-10-03 22:00:00
2018-10-03 22:15:00,0.0,21.844,2018-10-03 22:15:00
2018-10-03 22:30:00,0.0,21.844,2018-10-03 22:30:00
2018-10-03 22:45:00,0.0,21.844,2018-10-03 22:45:00
2018-10-03 23:00:00,0.0,21.844,2018-10-03 23:00:00
2018-10-03 23:15:00,0.0,21.844,2018-10-03 23:15:00
2018-10-03 23:30:00,0.0,21.844,2018-10-03 23:30:00
2018-10-03 23:45:00,0.0,21.844,2018-10-03 23:45:00
2018-10-04 00:00:00,0.0,21.844,2018-10-04 00:00:00
2018-10-04 00:15:00,0.0,21.844,2018-10-04 00:15:00
2018-10-04 00:30:00,0.0,21.844,2018-10-04 00:30:00
2018-10-04 00:45:00,0.0,21.844,2018-10-04 00:45:00
2018-10-04 01:00:00,0.0,21.844,2018-10-04 01:00:00
2018-10-04 01:15:00,0.0,21.844,2018-10-04 01:15:00
2018-10-04 01:30:00,0.0,21.844,2018-10-04 01:30:00
2018-10-04 01:45:00,0.0,21.844,2018-10-04 01:45:00
2018-10-04 02:00:00,0.0,21.844,2018-10-04 02:00:00
2018-10-04 02:15:00,0.0,21.844,2018-10-04 02:15:00
2018-10-04 02:30:00,0.0,21.844,2018-10-04 02:30:00
2018-10-04 02:45:00,0.0,21.844,2018-10-04 02:45:00
2018-10-04 03:00:00,0.0,21.844,2018-10-04 03:00:00
2018-10-04 03:15:00,0.0,21.844,2018-10-04 03:15:00
2018-10-04 03:30:00,0.0,21.844,2018-10-04 03:30:00
2018-10-04 03:45:00,0.0,21.844,2018-10-04 03:45:00
2018-10-04 04:00:00,0.0,21.844,2018-10-04 04:00:00
2018-10-04 04:15:00,0.0,21.844,2018-10-04 04:15:00
2018-10-04 04:30:00,0.0,21.844,2018-10-04 04:30:00
2018-10-04 04:45:00,0.0,21.844,2018-10-04 04:45:00
2018-10-04 05:00:00,0.0,21.844,2018-10-04 05:00:00
2018-10-04 05:15:00,0.0,21.844,2018-10-04 05:15:00
2018-10-04 05:30:00,0.0,21.844,2018-10-04 05:30:00
2018-10-04 05:45:00,0.0,21.844,2018-10-04 05:45:00
2018-10-04 06:00:00,0.0,21.844,2018-10-04 06:00:00
2018-10-04 06:15:00,0.0,21.844,2018-10-04 06:15:00
2018-10-04 06:30:00,0.0,21.844,2018-10-04 06:30:00
2018-10-04 06:45:00,0.0,21.844,2018-10-04 06:45:00
2018-10-04 07:00:00,0.0,21.844,2018-10-04 07:00:00
2018-10-04 07:15:00,0.0,21.844,2018-10-04 07:15:00
2018-10-04 07:30:00,0.0,21.844,2018-10-04 07:30:00
2018-10-04 07:45:00,0.0,21.844,2018-10-04 07:45:00
2018-10-04 08:00:00,0.0,21.844,2018-10-04 08:00:00
2018-10-04 08:15:00,0.0,21.844,2018-10-04 08:15:00
2018-10-04 08:30:00,0.0,21.844,2018-10-04 08:30:00
2018-10-04 08:45:00,0.0,21.844,2018-10-04 08:45:00
2018-10-04 09:00:00,0.0,21.844,2018-10-04 09:00:00
2018-10-04 09:15:00,0.0,21.844,2018-10-04 09:15:00
2018-10-04 09:30:00,0.0,21.844,2018-10-04 09:30:00
2018-10-04 09:45:00,0.0,21.844,2018-10-04 09:45:00
2018-10-04 10:00:00,0.0,21.844,2018-10-04 10:00:00
2018-10-04 10:15:00,1.27,23.114,2018-10-04 10:15:00
2018-10-04 10:30:00,1.27,24.384,2018-10-04 10:30:00
2018-10-04 10:45:00,0.762,25.146,2018-10-04 10:45:00
2018-10-04 11:00:00,0.254,25.4,2018-10-04 11:00:00
2018-10-04 11:15:00,0.0,25.4,2018-10-04 11:15:00
2018-10-04 11:30:00,0.0,25.4,2018-10-04 11:30:00
2018-10-04 11:45:00,0.0,25.4,2018-10-04 11:45:00
2018-10-04 12:00:00,0.0,25.4,2018-10-04 12:00:00
2018-10-04 12:15:00,0.0,25.4,2018-10-04 12:15:00
2018-10-04 12:30:00,0.0,25.4,2018-10-04 12:30:00
2018-10-04 12:45:00,0.0,25.4,2018-10-04 12:45:00
2018-10-04 13:00:00,0.0,25.4,2018-10-04 13:00:00
2018-10-04 13:15:00,0.0,25.4,2018-10-04 13:15:00
2018-10-04 13:30:00,0.0,25.4,2018-10-04 13:30:00
2018-10-04 13:45:00,0.0,25.4,2018-10-04 13:45:00
2018-10-04 14:00:00,0.0,25.4,2018-10-04 14:00:00
2018-10-04 14:15:00,0.0,25.4,2018-10-04 14:15:00
2018-10-04 14:30:00,0.0,25.4,2018-10-04 14:30:00
2018-10-04 14:45:00,0.0,25.4,2018-10-04 14:45:00
2018-10-04 15:00:00,0.0,25.4,2018-10-04 15:00:00
2018-10-04 15:15:00,0.0,25.4,2018-10-04 15:15:00
2018-10-04 15:30:00,0.0,25.4,2018-10-04 15:30:00
2018-10-04 15:45:00,0.0,25.4,2018-10-04 15:45:00
2018-10-04 16:00:00,0.0,25.4,2018-10-04 16:00:00
2018-10-04 16:15:00,0.0,25.4,2018-10-04 16:15:00
2018-10-04 16:30:00,0.0,25.4,2018-10-04 16:30:00
2018-10-04 16:45:00,0.0,25.4,2018-10-04 16:45:00
2018-10-04 17:00:00,0.0,25.4,2018-10-04 17:00:00
2018-10-04 17:15:00,0.0,25.4,2018-10-04 17:15:00
2018-10-04 17:30:00,0.0,25.4,2018-10-04 17:30:00
2018-10-04 17:45:00,0.0,25.4,2018-10-04 17:45:00
2018-10-04 18:00:00,0.0,25.4,2018-10-04 18:00:00
2018-10-04 18:15:00,0.0,25.4,2018-10-04 18:15:00
2018-10-04 18:30:00,0.0,25.4,2018-10-04 18:30:00
2018-10-04 18:45:00,0.0,25.4,2018-10-04 18:45:00
2018-10-04 19:00:00,0.0,25.4,2018-10-04 19:00:00
2018-10-04 19:15:00,0.0,25.4,2018-10-04 19:15:00
2018-10-04 19:30:00,0.0,25.4,2018-10-04 19:30:00
2018-10-04 19:45:00,0.0,25.4,2018-10-04 19:45:00
2018-10-04 20:00:00,0.0,25.4,2018-10-04 20:00:00
2018-10-04 20:15:00,0.0,25.4,2018-10-04 20:15:00
2018-10-04 20:30:00,0.0,25.4,2018-10-04 20:30:00
2018-10-04 20:45:00,0.0,25.4,2018-10-04 20:45:00
2018-10-04 21:00:00,0.0,25.4,2018-10-04 21:00:00
2018-10-04 21:15:00,0.0,25.4,2018-10-04 21:15:00
2018-10-04 21:30:00,0.0,25.4,2018-10-04 21:30:00
2018-10-04 21:45:00,0.0,25.4,2018-10-04 21:45:00
2018-10-04 22:00:00,0.0,25.4,2018-10-04 22:00:00
2018-10-04 22:15:00,0.0,25.4,2018-10-04 22:15:00
2018-10-04 22:30:00,0.0,25.4,2018-10-04 22:30:00
2018-10-04 22:45:00,0.0,25.4,2018-10-04 22:45:00
2018-10-04 23:00:00,0.0,25.4,2018-10-04 23:00:00
2018-10-04 23:15:00,0.0,25.4,2018-10-04 23:15:00
2018-10-04 23:30:00,0.0,25.4,2018-10-04 23:30:00
2018-10-04 23:45:00,0.0,25.4,2018-10-04 23:45:00
2018-10-05 00:00:00,0.0,25.4,2018-10-05 00:00:00
2018-10-05 00:15:00,0.0,25.4,2018-10-05 00:15:00
2018-10-05 00:30:00,0.0,25.4,2018-10-05 00:30:00
2018-10-05 00:45:00,0.0,25.4,2018-10-05 00:45:00
2018-10-05 01:00:00,0.0,25.4,2018-10-05 01:00:00
2018-10-05 01:15:00,0.0,25.4,2018-10-05 01:15:00
2018-10-05 01:30:00,0.0,25.4,2018-10-05 01:30:00
2018-10-05 01:45:00,0.0,25.4,2018-10-05 01:45:00
2018-10-05 02:00:00,0.0,25.4,2018-10-05 02:00:00
2018-10-05 02:15:00,0.0,25.4,2018-10-05 02:15:00
2018-10-05 02:30:00,0.0,25.4,2018-10-05 02:30:00
2018-10-05 02:45:00,0.0,25.4,2018-10-05 02:45:00
2018-10-05 03:00:00,0.0,25.4,2018-10-05 03:00:00
2018-10-05 03:15:00,0.0,25.4,2018-10-05 03:15:00
2018-10-05 03:30:00,0.0,25.4,2018-10-05 03:30:00
2018-10-05 03:45:00,0.0,25.4,2018-10-05 03:45:00
2018-10-05 04:00:00,0.0,25.4,2018-10-05 04:00:00
2018-10-05 04:15:00,0.0,25.4,2018-10-05 04:15:00
2018-10-05 04:30:00,0.0,25.4,2018-10-05 04:30:00
2018-10-05 04:45:00,0.0,25.4,2018-10-05 04:45:00
2018-10-05 05:00:00,0.0,25.4,2018-10-05 05:00:00
2018-10-05 05:15:00,0.0,25.4,2018-10-05 05:15:00
2018-10-05 05:30:00,0.0,25.4,2018-10-05 05:30:00
2018-10-05 05:45:00,0.0,25.4,2018-10-05 05:45:00
2018-10-05 06:00:00,0.0,25.4,2018-10-05 06:00:00
2018-10-05 06:15:00,0.0,25.4,2018-10-05 06:15:00
